run_label,mode,id,type,question,gold_answer,pred_answer,pred_answer_raw,em,char_f1,evidence_strict_hit,evidence_any_hit,retrieve_sec,llm_sec,latency_sec,error
,full,64fa9b27b82641eb8ecbe21b,questanswer_1doc,在海南大学南繁种业与生命健康院士论坛上，中国科学院院士杨正林揭示了脂代谢异常代谢机制导致盲目，并提到了哪两种与脂代谢有关的致盲疾病？,杨正林院士揭示了脂代谢异常致盲机制，并特别提到了年龄相关性黄斑变性（AMD）和青光眼这两种与脂代谢有关的致盲疾病。,中国科学院院士杨正林在海南大学南繁种业与生命健康院士论坛上揭示了脂代谢异常代谢机制导致盲目，并提到了白内障和视网膜病变两种与脂代谢有关的致盲疾病。,中国科学院院士杨正林在海南大学南繁种业与生命健康院士论坛上揭示了脂代谢异常代谢机制导致盲目，并提到了白内障和视网膜病变两种与脂代谢有关的致盲疾病。,0.0000,0.5846,NA,NA,16.3897,0.8185,17.2082,
,full,64fa9b27b82641eb8ecbe237,questanswer_1doc,根据上海市卫健委发布的公众号文章，甲亢患者在饮食上应该避免哪些类型的食物和药物？,甲亢患者应该避免食用高碘食物，如海带、紫菜、苔条、海蜇等，以及海蟹、贻贝、虾皮等。同时，应使用无碘盐烹饪并减少在外就餐，避免使用含碘药物如胺碘酮、碘酊，以及含海藻成分的化妆品。,甲亢患者应避免高碘食物如海带紫菜等海鲜，以及含糖量高、脂肪含量高的糕点巧克力薯片奶油蛋糕等高糖高脂肪食物，并避免摄入蜂王浆雪蛤及成分不明的保健品等含有高激素含量的食物。,甲亢患者应避免高碘食物如海带紫菜等海鲜，以及含糖量高、脂肪含量高的糕点巧克力薯片奶油蛋糕等高糖高脂肪食物，并避免摄入蜂王浆雪蛤及成分不明的保健品等含有高激素含量的食物。,0.0000,0.4302,NA,NA,15.8476,1.1859,17.0335,
,full,64fa9b27b82641eb8ecbe249,questanswer_1doc,《食用农产品市场销售质量安全监督管理办法》将于哪一年的哪一天起正式实施？,《食用农产品市场销售质量安全监督管理办法》将于2023年12月1日起正式实施。,《食用农产品市场销售质量安全监督管理办法》将于2023年12月1日起正式实施。,《食用农产品市场销售质量安全监督管理办法》将于2023年12月1日起正式实施。,1.0000,1.0000,NA,NA,10.9818,0.6698,11.6515,
,full,64fa9b27b82641eb8ecbe25b,questanswer_1doc,在2023年全国田径锦标赛中，河北省运动员共获得了多少金牌，并请列出至少两项赛事中河北省运动员获得金牌的项目和成绩。,河北省运动员在2023年全国田径锦标赛中共获得了4枚金牌。其中，女子铅球比赛中巩立姣以19.67米的成绩夺冠，男子跳远比赛中韦昕宇以8.17米的成绩夺得金牌。,在2023年全国田径锦标赛中，河北省运动员共获得了1枚金牌，并在男子跳远项目中由韦昕宇以8.17米的成绩夺得金牌，同时在男子成年组35公里比赛中由王欣以2小时39分08秒的成绩获得金牌。,在2023年全国田径锦标赛中，河北省运动员共获得了1枚金牌，并在男子跳远项目中由韦昕宇以8.17米的成绩夺得金牌，同时在男子成年组35公里比赛中由王欣以2小时39分08秒的成绩获得金牌。,0.0000,0.7093,NA,NA,12.7211,0.8326,13.5537,
,full,64fa9b27b82641eb8ecbe264,questanswer_1doc,沧州市为了吸引优秀青年人才，出台了哪些购房补贴政策，并且在2023年7月21日为多少名“狮城人才”发放了多少万元的购房补贴？,"沧州市出台的购房补贴政策包括为新全职引进的博士学位研究生提供30万元、""双一流""建设高校全日制硕士学位研究生提供15万元、一流大学和一流学科全日制学士学位毕业生提供5万元的购房补贴。在2023年7月21日，沧州市为122名“狮城人才”发放了1200余万元的购房补贴。",沧州市未在资料中提及具体购房补贴政策，且2023年7月21日发放“狮城人才”购房补贴的金额与人数无法确定。,沧州市未在资料中提及具体购房补贴政策，且2023年7月21日发放“狮城人才”购房补贴的金额与人数无法确定。,0.0000,0.3871,NA,NA,11.8813,0.8596,12.7409,
,full,64fa9b27b82641eb8ecbe275,questanswer_1doc,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了多少枚全运会项目奖牌，其中金牌有多少枚？,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了94枚全运会项目奖牌，其中金牌28枚。,无法确定,无法确定,0.0000,0.0000,NA,NA,12.2864,0.4503,12.7367,
,full,64fa9b27b82641eb8ecbe279,questanswer_1doc,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足是如何取得对海地队的1：0胜利的？,中国女足在下半场通过王霜主罚的点球进球以1：0战胜海地队。,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足下半场由张琳艳制造点球，王霜主罚命中，最终以1∶0战胜海地队,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足下半场由张琳艳制造点球，王霜主罚命中，最终以1∶0战胜海地队,0.0000,0.5116,NA,NA,11.4748,0.6491,12.1240,
,full,64fa9b27b82641eb8ecbe289,questanswer_1doc,保定市计划在2023年底前推出多少套高品质“保定小院”，并且这些小院主要提供哪些服务？,保定市计划在2023年底前推出500套高品质“保定小院”，这些小院主要提供健康服务、养老服务、养生服务和旅居服务。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,0.0000,0.5665,NA,NA,12.0521,1.3799,13.4320,
,full,64fa9b27b82641eb8ecbe2a2,questanswer_1doc,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了多少百分比，并且这个增速比各项贷款的增速高出了多少个百分点？,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了17.5%，这个增速比各项贷款的增速高出了3.7个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高9.1个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高9.1个百分点。,0.0000,0.8739,NA,NA,12.8996,1.1856,14.0853,
,full,64fa9b27b82641eb8ecbe2a8,questanswer_1doc,为了应对第5号台风“杜苏芮”和第6号台风“卡努”对哪些地区农田造成的积水问题，农业农村部和应急管理部联合印发了哪个通知？,农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》，以应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题。,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了紧急通知,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了紧急通知,0.0000,0.8312,NA,NA,13.2637,0.9119,14.1756,
,full,64fa9b27b82641eb8ecbe2ae,questanswer_1doc,河北省中医药大学党委副书记、河北省中医院党委书记孙士江提到的“河北模式”是如何帮助减少青少年脊柱侧弯患者及家庭的身心与经济负担的？,“河北模式”通过发挥中医药简便廉验的优势，大大减少了青少年脊柱侧弯患者及家庭的身心与经济负担。,通过建立全省脊柱侧弯大数据系统并开展规范化筛查与早期干预，组织进校园体检机构及治疗机构的技术培训，培养健康宣教队伍并在全省范围内普及健康知识，实现对青少年儿童脊柱侧弯的早发现、早干预，从而减少患者因病情恶化而需手术的可能，并降低家庭医疗支出与心理压力。,通过建立全省脊柱侧弯大数据系统并开展规范化筛查与早期干预，组织进校园体检机构及治疗机构的技术培训，培养健康宣教队伍并在全省范围内普及健康知识，实现对青少年儿童脊柱侧弯的早发现、早干预，从而减少患者因病情恶化而需手术的可能，并降低家庭医疗支出与心理压力。,0.0000,0.2890,NA,NA,13.1498,1.0411,14.1910,
,full,64fa9b27b82641eb8ecbe2b2,questanswer_1doc,农业农村部（国家乡村振兴局）印发的《关于进一步做好促进脱贫人口持续增收工作的通知》中提到，为了应对哪些挑战，需要进一步做好脱贫人口增收工作？,为了应对部分农产品价格下跌、脱贫劳动力稳岗就业压力大以及洪涝等自然灾害对一些地区的影响，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响以及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响以及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,0.0000,0.8154,NA,NA,13.2668,1.0447,14.3115,
,full,64fa9b27b82641eb8ecbe2b6,questanswer_1doc,石家庄市中山路地道桥自2023年8月1日晚24时开始施工，导致哪些公交线路进行了临时调整？,自2023年8月1日晚24时开始，因中山路地道桥施工，石家庄市公交1路、6路、30路、34路、68路、101路、131路线路进行了临时调整。,因中山路胜利大街地道桥北侧与胜利大街、阜宁路连接的临时通道保留供非机动车和行人通行，施工期间禁止机动车、非机动车和行人通行，导致部分公交线路临时调整，但具体线路名称未在资料中明确提及。,因中山路胜利大街地道桥北侧与胜利大街、阜宁路连接的临时通道保留供非机动车和行人通行，施工期间禁止机动车、非机动车和行人通行，导致部分公交线路临时调整，但具体线路名称未在资料中明确提及。,0.0000,0.3210,NA,NA,13.0302,1.0949,14.1251,
,full,64fa9b27b82641eb8ecbe2c9,questanswer_1doc,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了多少个标段，并占总标段的百分比？,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了1698个标段，占总标段的67%。,无法确定,无法确定,0.0000,0.0000,NA,NA,12.8808,0.4741,13.3549,
,full,64fa9b27b82641eb8ecbe2f7,questanswer_1doc,河北省农林科学院针对受灾农作物提出的减灾防灾措施中，对于玉米应采取哪些技术措施？,针对玉米，河北省农林科学院建议应密切关注田间病虫草害发生趋势，并及时采取“一喷多防”技术措施防控病虫草害。,针对受灾玉米，应采取排涝降渍、补苗补种、强化病虫害监测及追施肥、“一喷多促”等技术措施，并对绝收地块改种短生育期杂粮杂豆或蔬菜,针对受灾玉米，应采取排涝降渍、补苗补种、强化病虫害监测及追施肥、“一喷多促”等技术措施，并对绝收地块改种短生育期杂粮杂豆或蔬菜,0.0000,0.4138,NA,NA,12.2209,1.2372,13.4580,
,full,64fa9b27b82641eb8ecbe2fe,questanswer_1doc,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了多少枚金牌？,李冰洁在本届大运会共收获8金。,李冰洁在第31届世界大学生夏季运动会游泳比赛中共获得了8枚金牌，并在女子400米自由泳和女子4×100米混合泳接力项目中夺冠，同时她还参加了3个单项和5个接力项目并全部夺金。,李冰洁在第31届世界大学生夏季运动会游泳比赛中共获得了8枚金牌，并在女子400米自由泳和女子4×100米混合泳接力项目中夺冠，同时她还参加了3个单项和5个接力项目并全部夺金。,0.0000,0.2549,NA,NA,12.0558,1.0434,13.0992,
,full,64fa9b27b82641eb8ecbe35a,questanswer_1doc,截至2023年8月11日，河北省植保植检总站在哪些城市发现了玉米南方锈病？,河北省植保植检总站截至2023年8月11日在河北邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,0.0000,0.9697,NA,NA,11.5043,0.7742,12.2786,
,full,64fa9b27b82641eb8ecbe376,questanswer_1doc,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过多少百分比？,公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过30%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,0.0000,0.7865,NA,NA,12.4545,0.6575,13.1120,
,full,64fa9b27b82641eb8ecbe37a,questanswer_1doc,国家税务总局唐山市税务局推出的10项举措主要围绕哪4个方面，以助力唐山市民营经济的发展？,国家税务总局唐山市税务局推出的10项举措主要围绕推动党建业务互促共进、推动精细服务提质提效、营造公平竞争市场环境、构建精诚共治工作格局这4个方面，以助力唐山市民营经济的发展。,国家税务总局唐山市税务局推出的10项举措主要围绕支持中小微企业和个体工商户发展、便利税费优惠申报享受、及时响应经营主体合理诉求以及强化督导推进落地，并在这些方面为唐山市民营经济的发展提供支持。,国家税务总局唐山市税务局推出的10项举措主要围绕支持中小微企业和个体工商户发展、便利税费优惠申报享受、及时响应经营主体合理诉求以及强化督导推进落地，并在这些方面为唐山市民营经济的发展提供支持。,0.0000,0.5355,NA,NA,12.3794,0.9780,13.3574,
,full,64fa9b27b82641eb8ecbe3a2,questanswer_1doc,全加促进中国和平统一委员会(卡尔加里区)在其声明中谴责了民进党2024年台湾地区领导人选举参选人赖清德，请问具体谴责的是哪一论调，并指出这种论调的本质是什么？,全加促进中国和平统一委员会(卡尔加里区)谴责了赖清德提出的所谓“四大支柱”论调，并指出这种论调的本质是换汤不换药的坚持“台独”理念，打着“和平”旗号的反和平“纲领”。,全加华人促进中国和平统一委员会(卡尔加里区)在其声明中谴责了赖清德挟洋谋“独”的论调，这种论调的本质是企图分裂祖国、破坏中国领土主权完整、危害两岸关系的“麻烦制造者”行为。,全加华人促进中国和平统一委员会(卡尔加里区)在其声明中谴责了赖清德挟洋谋“独”的论调，这种论调的本质是企图分裂祖国、破坏中国领土主权完整、危害两岸关系的“麻烦制造者”行为。,0.0000,0.5444,NA,NA,13.3687,0.7628,14.1315,
