run_label,mode,id,type,question,gold_answer,pred_answer,pred_answer_raw,em,char_f1,evidence_strict_hit,evidence_any_hit,retrieve_sec,llm_sec,latency_sec,error
,full,64fa9b27b82641eb8ecbe25b,questanswer_1doc,在2023年全国田径锦标赛中，河北省运动员共获得了多少金牌，并请列出至少两项赛事中河北省运动员获得金牌的项目和成绩。,河北省运动员在2023年全国田径锦标赛中共获得了4枚金牌。其中，女子铅球比赛中巩立姣以19.67米的成绩夺冠，男子跳远比赛中韦昕宇以8.17米的成绩夺得金牌。,在2023年全国田径锦标赛中，河北省运动员共获得了1枚金牌，其中在男子跳远比赛中，韦昕宇以8.17米的成绩夺得金牌并刷新了个人最好成绩，同时在竞走项目中，河北省运动员获得1金1银并在该赛事上创下近10年最好成绩。,在2023年全国田径锦标赛中，河北省运动员共获得了1枚金牌，其中在男子跳远比赛中，韦昕宇以8.17米的成绩夺得金牌并刷新了个人最好成绩，同时在竞走项目中，河北省运动员获得1金1银并在该赛事上创下近10年最好成绩。,0.0000,0.6486,NA,NA,13.7817,1.4172,15.1989,
,full,64fa9b27b82641eb8ecbe264,questanswer_1doc,沧州市为了吸引优秀青年人才，出台了哪些购房补贴政策，并且在2023年7月21日为多少名“狮城人才”发放了多少万元的购房补贴？,"沧州市出台的购房补贴政策包括为新全职引进的博士学位研究生提供30万元、""双一流""建设高校全日制硕士学位研究生提供15万元、一流大学和一流学科全日制学士学位毕业生提供5万元的购房补贴。在2023年7月21日，沧州市为122名“狮城人才”发放了1200余万元的购房补贴。",沧州市对符合条件的青年人才提供购房补贴，包括首次购房者本科毕业生补贴2万元、硕士毕业生补贴4万元、博士毕业生补贴7万元，并可叠加享受；同时在2023年7月21日为156名“狮城人才”发放了共计312万元的购房补贴。,沧州市对符合条件的青年人才提供购房补贴，包括首次购房者本科毕业生补贴2万元、硕士毕业生补贴4万元、博士毕业生补贴7万元，并可叠加享受；同时在2023年7月21日为156名“狮城人才”发放了共计312万元的购房补贴。,0.0000,0.5917,NA,NA,12.3871,1.1725,13.5596,
,full,64fa9b27b82641eb8ecbe275,questanswer_1doc,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了多少枚全运会项目奖牌，其中金牌有多少枚？,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了94枚全运会项目奖牌，其中金牌28枚。,无法确定,无法确定,0.0000,0.0000,NA,NA,13.5573,0.4240,13.9813,
,full,64fa9b27b82641eb8ecbe279,questanswer_1doc,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足是如何取得对海地队的1：0胜利的？,中国女足在下半场通过王霜主罚的点球进球以1：0战胜海地队。,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足在下半场由张琳艳制造点球，王霜主罚命中，最终以1∶0战胜海地队,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足在下半场由张琳艳制造点球，王霜主罚命中，最终以1∶0战胜海地队,0.0000,0.5057,NA,NA,12.6171,0.9301,13.5472,
,full,64fa9b27b82641eb8ecbe289,questanswer_1doc,保定市计划在2023年底前推出多少套高品质“保定小院”，并且这些小院主要提供哪些服务？,保定市计划在2023年底前推出500套高品质“保定小院”，这些小院主要提供健康服务、养老服务、养生服务和旅居服务。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,0.0000,0.5665,NA,NA,13.0992,1.2073,14.3065,
,full,64fa9b27b82641eb8ecbe2a2,questanswer_1doc,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了多少百分比，并且这个增速比各项贷款的增速高出了多少个百分点？,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了17.5%，这个增速比各项贷款的增速高出了3.7个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高2.82个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高2.82个百分点。,0.0000,0.8667,NA,NA,13.8589,0.6628,14.5217,
,full,64fa9b27b82641eb8ecbe2a8,questanswer_1doc,为了应对第5号台风“杜苏芮”和第6号台风“卡努”对哪些地区农田造成的积水问题，农业农村部和应急管理部联合印发了哪个通知？,农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》，以应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题。,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》。,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》。,0.0000,0.9888,NA,NA,14.2782,1.3320,15.6103,
,full,64fa9b27b82641eb8ecbe2ae,questanswer_1doc,河北省中医药大学党委副书记、河北省中医院党委书记孙士江提到的“河北模式”是如何帮助减少青少年脊柱侧弯患者及家庭的身心与经济负担的？,“河北模式”通过发挥中医药简便廉验的优势，大大减少了青少年脊柱侧弯患者及家庭的身心与经济负担。,“河北模式”通过建立全省校园脊柱健康宣传员队伍并组织规范化的学生脊柱侧弯专项体检筛查，实现早期发现、早期干预与康复技术培训，并建立学生脊柱健康档案数据系统以定期分析发病率及干预效果，从而有效提升青少年及家庭健康素养，降低手术率和治疗成本，减轻身心与经济负担。,“河北模式”通过建立全省校园脊柱健康宣传员队伍并组织规范化的学生脊柱侧弯专项体检筛查，实现早期发现、早期干预与康复技术培训，并建立学生脊柱健康档案数据系统以定期分析发病率及干预效果，从而有效提升青少年及家庭健康素养，降低手术率和治疗成本，减轻身心与经济负担。,0.0000,0.3409,NA,NA,13.8004,1.6515,15.4519,
,full,64fa9b27b82641eb8ecbe2b2,questanswer_1doc,农业农村部（国家乡村振兴局）印发的《关于进一步做好促进脱贫人口持续增收工作的通知》中提到，为了应对哪些挑战，需要进一步做好脱贫人口增收工作？,为了应对部分农产品价格下跌、脱贫劳动力稳岗就业压力大以及洪涝等自然灾害对一些地区的影响，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,0.0000,0.8062,NA,NA,14.1371,0.9955,15.1326,
,full,64fa9b27b82641eb8ecbe2b6,questanswer_1doc,石家庄市中山路地道桥自2023年8月1日晚24时开始施工，导致哪些公交线路进行了临时调整？,自2023年8月1日晚24时开始，因中山路地道桥施工，石家庄市公交1路、6路、30路、34路、68路、101路、131路线路进行了临时调整。,根据施工影响，中山路地道桥临时封闭导致公交线路调整，其中320路、325路等线路因绕行或站位变更进行了临时调整，具体包括中山西路撤销华柴、电缆厂、三五一四、上庄镇政府站位，京赞公路撤销上庄、上庄镇中学（东侧）站位，槐安路增设台头北口、上庄镇中学（南侧）站位，且320路由京赞公路临时绕行槐安路复原线，325路由京赞公路临时绕行翠屏路、西三环辅路、中山路复原线运行。,根据施工影响，中山路地道桥临时封闭导致公交线路调整，其中320路、325路等线路因绕行或站位变更进行了临时调整，具体包括中山西路撤销华柴、电缆厂、三五一四、上庄镇政府站位，京赞公路撤销上庄、上庄镇中学（东侧）站位，槐安路增设台头北口、上庄镇中学（南侧）站位，且320路由京赞公路临时绕行槐安路复原线，325路由京赞公路临时绕行翠屏路、西三环辅路、中山路复原线运行。,0.0000,0.3730,NA,NA,14.3063,1.9640,16.2703,
,full,64fa9b27b82641eb8ecbe2c9,questanswer_1doc,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了多少个标段，并占总标段的百分比？,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了1698个标段，占总标段的67%。,无法确定,无法确定,0.0000,0.0000,NA,NA,14.0242,0.5151,14.5392,
,full,64fa9b27b82641eb8ecbe2f7,questanswer_1doc,河北省农林科学院针对受灾农作物提出的减灾防灾措施中，对于玉米应采取哪些技术措施？,针对玉米，河北省农林科学院建议应密切关注田间病虫草害发生趋势，并及时采取“一喷多防”技术措施防控病虫草害。,对受灾玉米应采取排涝降渍、补苗补种、落实“一喷多促”等措施，并强化病虫害监测防治，确保安全成熟,对受灾玉米应采取排涝降渍、补苗补种、落实“一喷多促”等措施，并强化病虫害监测防治，确保安全成熟,0.0000,0.4000,NA,NA,13.1288,0.7140,13.8427,
,full,64fa9b27b82641eb8ecbe2fe,questanswer_1doc,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了多少枚金牌？,李冰洁在本届大运会共收获8金。,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了8枚金牌，并在女子4×100米混合泳接力、女子400米自由泳等项目中夺冠，且包揽了她所参加的全部8个项目的金牌。,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了8枚金牌，并在女子4×100米混合泳接力、女子400米自由泳等项目中夺冠，且包揽了她所参加的全部8个项目的金牌。,0.0000,0.2524,NA,NA,12.9483,0.8680,13.8162,
,full,64fa9b27b82641eb8ecbe35a,questanswer_1doc,截至2023年8月11日，河北省植保植检总站在哪些城市发现了玉米南方锈病？,河北省植保植检总站截至2023年8月11日在河北邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市发现了玉米南方锈病。,0.0000,0.9485,NA,NA,12.1785,0.8712,13.0498,
,full,64fa9b27b82641eb8ecbe376,questanswer_1doc,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过多少百分比？,公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过30%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,0.0000,0.7865,NA,NA,13.6025,0.7907,14.3933,
,full,64fa9b27b82641eb8ecbe37a,questanswer_1doc,国家税务总局唐山市税务局推出的10项举措主要围绕哪4个方面，以助力唐山市民营经济的发展？,国家税务总局唐山市税务局推出的10项举措主要围绕推动党建业务互促共进、推动精细服务提质提效、营造公平竞争市场环境、构建精诚共治工作格局这4个方面，以助力唐山市民营经济的发展。,无法确定,无法确定,0.0000,0.0000,NA,NA,13.5195,0.4372,13.9567,
,full,64fa9b27b82641eb8ecbe3a2,questanswer_1doc,全加促进中国和平统一委员会(卡尔加里区)在其声明中谴责了民进党2024年台湾地区领导人选举参选人赖清德，请问具体谴责的是哪一论调，并指出这种论调的本质是什么？,全加促进中国和平统一委员会(卡尔加里区)谴责了赖清德提出的所谓“四大支柱”论调，并指出这种论调的本质是换汤不换药的坚持“台独”理念，打着“和平”旗号的反和平“纲领”。,全加华人促进中国和平统一委员会(卡加利区)在其声明中谴责了赖清德挟洋谋“独”的论调，这种论调的本质是企图分裂祖国、破坏中国领土主权完整、危害两岸关系的“麻烦制造者”行为。,全加华人促进中国和平统一委员会(卡加利区)在其声明中谴责了赖清德挟洋谋“独”的论调，这种论调的本质是企图分裂祖国、破坏中国领土主权完整、危害两岸关系的“麻烦制造者”行为。,0.0000,0.5238,NA,NA,14.8502,1.0894,15.9396,
