run_label,mode,id,type,question,gold_answer,pred_answer,pred_answer_raw,em,char_f1,evidence_strict_hit,evidence_any_hit,retrieve_sec,llm_sec,latency_sec,error
,full,64fa9b27b82641eb8ecbe25b,questanswer_1doc,在2023年全国田径锦标赛中，河北省运动员共获得了多少金牌，并请列出至少两项赛事中河北省运动员获得金牌的项目和成绩。,河北省运动员在2023年全国田径锦标赛中共获得了4枚金牌。其中，女子铅球比赛中巩立姣以19.67米的成绩夺冠，男子跳远比赛中韦昕宇以8.17米的成绩夺得金牌。,河北省运动员在2023年全国田径锦标赛中共获得2枚金牌，其中韦昕宇在男子跳远比赛中以8.17米的成绩夺得金牌并刷新个人最好成绩，王欣在男子成年组35公里比赛中以2小时39分08秒的成绩获得金牌并创造赛季个人最好成绩。,河北省运动员在2023年全国田径锦标赛中共获得2枚金牌，其中韦昕宇在男子跳远比赛中以8.17米的成绩夺得金牌并刷新个人最好成绩，王欣在男子成年组35公里比赛中以2小时39分08秒的成绩获得金牌并创造赛季个人最好成绩。,0.0000,0.6738,NA,NA,14.8233,1.5184,16.3417,
,full,64fa9b27b82641eb8ecbe264,questanswer_1doc,沧州市为了吸引优秀青年人才，出台了哪些购房补贴政策，并且在2023年7月21日为多少名“狮城人才”发放了多少万元的购房补贴？,"沧州市出台的购房补贴政策包括为新全职引进的博士学位研究生提供30万元、""双一流""建设高校全日制硕士学位研究生提供15万元、一流大学和一流学科全日制学士学位毕业生提供5万元的购房补贴。在2023年7月21日，沧州市为122名“狮城人才”发放了1200余万元的购房补贴。",沧州市对符合条件的青年人才提供购房补贴，包括首次购房者本科毕业生补贴2万元、硕士毕业生补贴4万元、博士毕业生补贴7万元，并可叠加享受；在2023年7月21日为150名“狮城人才”发放了300万元的购房补贴。,沧州市对符合条件的青年人才提供购房补贴，包括首次购房者本科毕业生补贴2万元、硕士毕业生补贴4万元、博士毕业生补贴7万元，并可叠加享受；在2023年7月21日为150名“狮城人才”发放了300万元的购房补贴。,0.0000,0.6102,NA,NA,13.5794,1.1531,14.7326,
,full,64fa9b27b82641eb8ecbe275,questanswer_1doc,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了多少枚全运会项目奖牌，其中金牌有多少枚？,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了94枚全运会项目奖牌，其中金牌28枚。,河北省运动员在2023年上半年全国A类、B类比赛中获得1金1银，其中金牌1枚。,河北省运动员在2023年上半年全国A类、B类比赛中获得1金1银，其中金牌1枚。,0.0000,0.7727,NA,NA,14.7594,0.6885,15.4479,
,full,64fa9b27b82641eb8ecbe279,questanswer_1doc,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足是如何取得对海地队的1：0胜利的？,中国女足在下半场通过王霜主罚的点球进球以1：0战胜海地队。,中国女足在2023年女足世界杯小组赛D组第二轮比赛中，由王霜在下半场第18分钟主罚点球命中，以1∶0击败海地队，并在少一人作战的不利局面下力保球门不失，最终将比分保持到终场,中国女足在2023年女足世界杯小组赛D组第二轮比赛中，由王霜在下半场第18分钟主罚点球命中，以1∶0击败海地队，并在少一人作战的不利局面下力保球门不失，最终将比分保持到终场,0.0000,0.4000,NA,NA,13.4008,1.0410,14.4418,
,full,64fa9b27b82641eb8ecbe289,questanswer_1doc,保定市计划在2023年底前推出多少套高品质“保定小院”，并且这些小院主要提供哪些服务？,保定市计划在2023年底前推出500套高品质“保定小院”，这些小院主要提供健康服务、养老服务、养生服务和旅居服务。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,0.0000,0.5665,NA,NA,13.8739,1.3309,15.2047,
,full,64fa9b27b82641eb8ecbe2a2,questanswer_1doc,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了多少百分比，并且这个增速比各项贷款的增速高出了多少个百分点？,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了17.5%，这个增速比各项贷款的增速高出了3.7个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高1.82个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高1.82个百分点。,0.0000,0.8667,NA,NA,14.1669,0.7863,14.9532,
,full,64fa9b27b82641eb8ecbe2a8,questanswer_1doc,为了应对第5号台风“杜苏芮”和第6号台风“卡努”对哪些地区农田造成的积水问题，农业农村部和应急管理部联合印发了哪个通知？,农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》，以应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题。,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》。,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》。,0.0000,0.9888,NA,NA,15.0834,1.0768,16.1602,
,full,64fa9b27b82641eb8ecbe2ae,questanswer_1doc,河北省中医药大学党委副书记、河北省中医院党委书记孙士江提到的“河北模式”是如何帮助减少青少年脊柱侧弯患者及家庭的身心与经济负担的？,“河北模式”通过发挥中医药简便廉验的优势，大大减少了青少年脊柱侧弯患者及家庭的身心与经济负担。,通过建立全省学生脊柱健康档案数据系统并开展规范化筛查与早期干预，实现对青少年脊柱侧弯的早发现、早治疗，并结合康复训练项目及健康科普小屋的持续随访指导，有效降低手术率和疾病进展风险，从而减轻患者及家庭的身心与经济负担。,通过建立全省学生脊柱健康档案数据系统并开展规范化筛查与早期干预，实现对青少年脊柱侧弯的早发现、早治疗，并结合康复训练项目及健康科普小屋的持续随访指导，有效降低手术率和疾病进展风险，从而减轻患者及家庭的身心与经济负担。,0.0000,0.3484,NA,NA,15.0436,1.0921,16.1357,
,full,64fa9b27b82641eb8ecbe2b2,questanswer_1doc,农业农村部（国家乡村振兴局）印发的《关于进一步做好促进脱贫人口持续增收工作的通知》中提到，为了应对哪些挑战，需要进一步做好脱贫人口增收工作？,为了应对部分农产品价格下跌、脱贫劳动力稳岗就业压力大以及洪涝等自然灾害对一些地区的影响，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响以及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响以及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,0.0000,0.8154,NA,NA,15.1414,0.8924,16.0338,
,full,64fa9b27b82641eb8ecbe2b6,questanswer_1doc,石家庄市中山路地道桥自2023年8月1日晚24时开始施工，导致哪些公交线路进行了临时调整？,自2023年8月1日晚24时开始，因中山路地道桥施工，石家庄市公交1路、6路、30路、34路、68路、101路、131路线路进行了临时调整。,中山路胜利大街地道桥北侧与胜利大街、阜宁路连接的临时通道供非机动车和行人通行，但未提及具体公交线路调整，且无其他信息表明有公交线路因该地道桥施工而临时调整。,中山路胜利大街地道桥北侧与胜利大街、阜宁路连接的临时通道供非机动车和行人通行，但未提及具体公交线路调整，且无其他信息表明有公交线路因该地道桥施工而临时调整。,0.0000,0.3378,NA,NA,14.9494,0.9064,15.8559,
,full,64fa9b27b82641eb8ecbe2c9,questanswer_1doc,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了多少个标段，并占总标段的百分比？,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了1698个标段，占总标段的67%。,无法确定,无法确定,0.0000,0.0000,NA,NA,14.5445,4.0109,18.5555,
,full,64fa9b27b82641eb8ecbe2f7,questanswer_1doc,河北省农林科学院针对受灾农作物提出的减灾防灾措施中，对于玉米应采取哪些技术措施？,针对玉米，河北省农林科学院建议应密切关注田间病虫草害发生趋势，并及时采取“一喷多防”技术措施防控病虫草害。,针对玉米应采取排涝降渍、补苗补种、强化病虫害监测、落实“一喷多促”措施，并在绝收地块改种短生育期杂粮杂豆或蔬菜，同时调剂调运种子、化肥、农药等农资以保障灾后恢复生产,针对玉米应采取排涝降渍、补苗补种、强化病虫害监测、落实“一喷多促”措施，并在绝收地块改种短生育期杂粮杂豆或蔬菜，同时调剂调运种子、化肥、农药等农资以保障灾后恢复生产,0.0000,0.3407,NA,NA,13.7781,1.5166,15.2947,
,full,64fa9b27b82641eb8ecbe2fe,questanswer_1doc,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了多少枚金牌？,李冰洁在本届大运会共收获8金。,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了8枚金牌，并在女子4×100米混合泳接力、女子400米自由泳等项目中夺冠，同时包揽了她所参加的全部8个项目的金牌。,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了8枚金牌，并在女子4×100米混合泳接力、女子400米自由泳等项目中夺冠，同时包揽了她所参加的全部8个项目的金牌。,0.0000,0.2500,NA,NA,14.0329,1.0300,15.0629,
,full,64fa9b27b82641eb8ecbe35a,questanswer_1doc,截至2023年8月11日，河北省植保植检总站在哪些城市发现了玉米南方锈病？,河北省植保植检总站截至2023年8月11日在河北邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,0.0000,0.9697,NA,NA,12.8789,0.9387,13.8176,
,full,64fa9b27b82641eb8ecbe376,questanswer_1doc,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过多少百分比？,公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过30%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,0.0000,0.7865,NA,NA,14.3881,0.7600,15.1481,
,full,64fa9b27b82641eb8ecbe37a,questanswer_1doc,国家税务总局唐山市税务局推出的10项举措主要围绕哪4个方面，以助力唐山市民营经济的发展？,国家税务总局唐山市税务局推出的10项举措主要围绕推动党建业务互促共进、推动精细服务提质提效、营造公平竞争市场环境、构建精诚共治工作格局这4个方面，以助力唐山市民营经济的发展。,国家税务总局唐山市税务局推出的10项举措主要围绕支持中小微企业和个体工商户发展、优化税收营商环境、强化政策落实督导、深化精准帮扶服务四个方面，以助力唐山市民营经济的发展。,国家税务总局唐山市税务局推出的10项举措主要围绕支持中小微企业和个体工商户发展、优化税收营商环境、强化政策落实督导、深化精准帮扶服务四个方面，以助力唐山市民营经济的发展。,0.0000,0.6163,NA,NA,14.3806,3.0681,17.4487,
,full,64fa9b27b82641eb8ecbe3a2,questanswer_1doc,全加促进中国和平统一委员会(卡尔加里区)在其声明中谴责了民进党2024年台湾地区领导人选举参选人赖清德，请问具体谴责的是哪一论调，并指出这种论调的本质是什么？,全加促进中国和平统一委员会(卡尔加里区)谴责了赖清德提出的所谓“四大支柱”论调，并指出这种论调的本质是换汤不换药的坚持“台独”理念，打着“和平”旗号的反和平“纲领”。,全加华人促进中国和平统一委员会(卡加利区)在其声明中谴责了赖清德窜访美国的“挟洋谋‘独’”论调，这种论调的本质是企图借助外部势力干预台海局势、分裂祖国并破坏中国领土主权完整。,全加华人促进中国和平统一委员会(卡加利区)在其声明中谴责了赖清德窜访美国的“挟洋谋‘独’”论调，这种论调的本质是企图借助外部势力干预台海局势、分裂祖国并破坏中国领土主权完整。,0.0000,0.5059,NA,NA,15.7367,1.1598,16.8965,
