run_label,mode,id,type,question,gold_answer,pred_answer,pred_answer_raw,em,char_f1,evidence_strict_hit,evidence_any_hit,retrieve_sec,llm_sec,latency_sec,error
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe237,questanswer_1doc,根据上海市卫健委发布的公众号文章，甲亢患者在饮食上应该避免哪些类型的食物和药物？,甲亢患者应该避免食用高碘食物，如海带、紫菜、苔条、海蜇等，以及海蟹、贻贝、虾皮等。同时，应使用无碘盐烹饪并减少在外就餐，避免使用含碘药物如胺碘酮、碘酊，以及含海藻成分的化妆品。,甲亢患者应避免高碘食物如海带紫菜等，同时限制含糖高脂肪的糕点巧克力薯片奶油蛋糕等食物，并避免摄入蜂王浆雪蛤及成分不明的保健品，且不宜长期食用油炸烧烤腌薰类加工肉类及含糖饮料，此外应减少烟酒、烫食和刺激性饮料的摄入。,甲亢患者应避免高碘食物如海带紫菜等，同时限制含糖高脂肪的糕点巧克力薯片奶油蛋糕等食物，并避免摄入蜂王浆雪蛤及成分不明的保健品，且不宜长期食用油炸烧烤腌薰类加工肉类及含糖饮料，此外应减少烟酒、烫食和刺激性饮料的摄入。,0.0000,0.4513,NA,NA,12.9545,1.3062,14.2607,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe249,questanswer_1doc,《食用农产品市场销售质量安全监督管理办法》将于哪一年的哪一天起正式实施？,《食用农产品市场销售质量安全监督管理办法》将于2023年12月1日起正式实施。,《食用农产品市场销售质量安全监督管理办法》将于2023年12月1日起正式实施,《食用农产品市场销售质量安全监督管理办法》将于2023年12月1日起正式实施,0.0000,0.9870,NA,NA,12.0246,0.6817,12.7062,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe25b,questanswer_1doc,在2023年全国田径锦标赛中，河北省运动员共获得了多少金牌，并请列出至少两项赛事中河北省运动员获得金牌的项目和成绩。,河北省运动员在2023年全国田径锦标赛中共获得了4枚金牌。其中，女子铅球比赛中巩立姣以19.67米的成绩夺冠，男子跳远比赛中韦昕宇以8.17米的成绩夺得金牌。,在2023年全国田径锦标赛中，河北省运动员共获得2枚金牌，并在男子跳远项目中由韦昕宇以8.17米的成绩夺得金牌，同时在男子成年组35公里比赛中由王欣以2小时39分08秒的成绩获得金牌。,在2023年全国田径锦标赛中，河北省运动员共获得2枚金牌，并在男子跳远项目中由韦昕宇以8.17米的成绩夺得金牌，同时在男子成年组35公里比赛中由王欣以2小时39分08秒的成绩获得金牌。,0.0000,0.6901,NA,NA,13.3982,1.3477,14.7459,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe264,questanswer_1doc,沧州市为了吸引优秀青年人才，出台了哪些购房补贴政策，并且在2023年7月21日为多少名“狮城人才”发放了多少万元的购房补贴？,"沧州市出台的购房补贴政策包括为新全职引进的博士学位研究生提供30万元、""双一流""建设高校全日制硕士学位研究生提供15万元、一流大学和一流学科全日制学士学位毕业生提供5万元的购房补贴。在2023年7月21日，沧州市为122名“狮城人才”发放了1200余万元的购房补贴。",沧州市对符合条件的青年人才提供购房补贴，包括首次购房者本科毕业生补贴2万元、硕士毕业生补贴4万元、博士毕业生补贴7万元，并可叠加享受其他政策；在2023年7月21日为120名“狮城人才”发放了共计240万元的购房补贴。,沧州市对符合条件的青年人才提供购房补贴，包括首次购房者本科毕业生补贴2万元、硕士毕业生补贴4万元、博士毕业生补贴7万元，并可叠加享受其他政策；在2023年7月21日为120名“狮城人才”发放了共计240万元的购房补贴。,0.0000,0.6033,NA,NA,12.7486,0.9945,13.7430,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe275,questanswer_1doc,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了多少枚全运会项目奖牌，其中金牌有多少枚？,2023年上半年，河北省运动员在全国A类、B类比赛中共获得了94枚全运会项目奖牌，其中金牌28枚。,无法确定,无法确定,0.0000,0.0000,NA,NA,13.1534,0.5521,13.7054,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe279,questanswer_1doc,在2023年女足世界杯小组赛D组第二轮比赛中，中国女足是如何取得对海地队的1：0胜利的？,中国女足在下半场通过王霜主罚的点球进球以1：0战胜海地队。,中国女足在2023年女足世界杯小组赛D组第二轮比赛中，下半场18分钟由张琳艳突入禁区制造点球，王霜主罚命中，最终以1比0击败海地队,中国女足在2023年女足世界杯小组赛D组第二轮比赛中，下半场18分钟由张琳艳突入禁区制造点球，王霜主罚命中，最终以1比0击败海地队,0.0000,0.4255,NA,NA,12.0268,0.8118,12.8386,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe289,questanswer_1doc,保定市计划在2023年底前推出多少套高品质“保定小院”，并且这些小院主要提供哪些服务？,保定市计划在2023年底前推出500套高品质“保定小院”，这些小院主要提供健康服务、养老服务、养生服务和旅居服务。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,保定市计划在2023年底前推出500套高品质“保定小院”，并且这些小院主要为京津冀消费群体提供沉浸式体验自然风光、乡土风情、乡愁文化和田园生活的院落型乡村居住场所，打造田园式旅居养老、社区式互动养老、疗养式护理养老三种养老服务模式。,0.0000,0.5665,NA,NA,12.2713,1.1476,13.4189,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2a2,questanswer_1doc,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了多少百分比，并且这个增速比各项贷款的增速高出了多少个百分点？,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长了17.5%，这个增速比各项贷款的增速高出了3.7个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高9.2个百分点。,截至2023年6月末，石家庄市企（事）业单位本外币贷款余额同比增长11.52%，比各项贷款增速高9.2个百分点。,0.0000,0.8739,NA,NA,13.1511,0.8673,14.0185,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2a8,questanswer_1doc,为了应对第5号台风“杜苏芮”和第6号台风“卡努”对哪些地区农田造成的积水问题，农业农村部和应急管理部联合印发了哪个通知？,农业农村部和应急管理部联合印发了《关于紧急调用排灌机械设备开展救灾抢排田间积水的通知》，以应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题。,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了《关于全力做好6号台风“卡努”防范应对工作的紧急通知》,为应对第5号台风“杜苏芮”和第6号台风“卡努”对黄淮、华北及东北等地区农田造成的积水问题，农业农村部和应急管理部联合印发了《关于全力做好6号台风“卡努”防范应对工作的紧急通知》,0.0000,0.7797,NA,NA,13.9033,1.0647,14.9680,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2ae,questanswer_1doc,河北省中医药大学党委副书记、河北省中医院党委书记孙士江提到的“河北模式”是如何帮助减少青少年脊柱侧弯患者及家庭的身心与经济负担的？,“河北模式”通过发挥中医药简便廉验的优势，大大减少了青少年脊柱侧弯患者及家庭的身心与经济负担。,通过建立全省学生脊柱健康档案数据系统并组织规范化的专项体检筛查，实现早期发现与干预，结合康复训练项目及个性化报告追踪随访，有效降低手术率和疾病进展风险，从而减轻患者及家庭的身心与经济负担。,通过建立全省学生脊柱健康档案数据系统并组织规范化的专项体检筛查，实现早期发现与干预，结合康复训练项目及个性化报告追踪随访，有效降低手术率和疾病进展风险，从而减轻患者及家庭的身心与经济负担。,0.0000,0.3121,NA,NA,13.5654,1.0327,14.5980,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2b2,questanswer_1doc,农业农村部（国家乡村振兴局）印发的《关于进一步做好促进脱贫人口持续增收工作的通知》中提到，为了应对哪些挑战，需要进一步做好脱贫人口增收工作？,为了应对部分农产品价格下跌、脱贫劳动力稳岗就业压力大以及洪涝等自然灾害对一些地区的影响，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响以及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,为应对部分省份牛羊肉等农产品价格下跌、脱贫劳动力稳岗就业压力加大、洪涝等自然灾害影响以及因灾返贫风险等挑战，需要进一步做好脱贫人口增收工作。,0.0000,0.8154,NA,NA,13.2004,0.8996,14.1000,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2b6,questanswer_1doc,石家庄市中山路地道桥自2023年8月1日晚24时开始施工，导致哪些公交线路进行了临时调整？,自2023年8月1日晚24时开始，因中山路地道桥施工，石家庄市公交1路、6路、30路、34路、68路、101路、131路线路进行了临时调整。,中山路地道桥自2023年8月1日晚24时开始施工，导致357路、320路、325路公交线路临时调整，其中357路由京赞公路临时绕行翠屏路、西三环辅路、中山西路复原线运行，320路由京赞公路临时绕行槐安路复原线，325路由京赞公路临时绕行翠屏路、西三环辅路、中山路复原线运行。,中山路地道桥自2023年8月1日晚24时开始施工，导致357路、320路、325路公交线路临时调整，其中357路由京赞公路临时绕行翠屏路、西三环辅路、中山西路复原线运行，320路由京赞公路临时绕行槐安路复原线，325路由京赞公路临时绕行翠屏路、西三环辅路、中山路复原线运行。,0.0000,0.5217,NA,NA,13.2596,1.9848,15.2444,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2c9,questanswer_1doc,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了多少个标段，并占总标段的百分比？,河北省政务服务办公室推广的招标投标“双盲”评审措施，截至目前已在全省实施了1698个标段，占总标段的67%。,无法确定,无法确定,0.0000,0.0000,NA,NA,13.4339,0.4903,13.9242,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2f7,questanswer_1doc,河北省农林科学院针对受灾农作物提出的减灾防灾措施中，对于玉米应采取哪些技术措施？,针对玉米，河北省农林科学院建议应密切关注田间病虫草害发生趋势，并及时采取“一喷多防”技术措施防控病虫草害。,针对玉米应采取排涝降渍、喷施高效杀菌剂防治病害、落实“一喷多促”措施并及时改种短生育期作物等技术措施，同时加强灾后病虫害监测与统防统治，确保安全成熟。,针对玉米应采取排涝降渍、喷施高效杀菌剂防治病害、落实“一喷多促”措施并及时改种短生育期作物等技术措施，同时加强灾后病虫害监测与统防统治，确保安全成熟。,0.0000,0.4688,NA,NA,12.3800,0.9732,13.3532,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe2fe,questanswer_1doc,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了多少枚金牌？,李冰洁在本届大运会共收获8金。,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了8枚金牌，并在女子400米自由泳、女子4×100米混合泳接力等项目中夺冠。,在第31届世界大学生夏季运动会游泳比赛中，河北选手李冰洁共获得了8枚金牌，并在女子400米自由泳、女子4×100米混合泳接力等项目中夺冠。,0.0000,0.3095,NA,NA,12.5069,0.8665,13.3734,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe35a,questanswer_1doc,截至2023年8月11日，河北省植保植检总站在哪些城市发现了玉米南方锈病？,河北省植保植检总站截至2023年8月11日在河北邯郸、邢台、石家庄、沧州4市多地发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市发现了玉米南方锈病。,截至2023年8月11日，河北省植保植检总站在邯郸、邢台、石家庄、沧州4市发现了玉米南方锈病。,0.0000,0.9485,NA,NA,11.6939,0.9088,12.6028,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe376,questanswer_1doc,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过多少百分比？,公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过30%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,根据《河北省幼儿园收费管理办法》，公办幼儿园在寒、暑假期间向幼儿开放时，保教费最高上浮幅度不得超过50%。,0.0000,0.7865,NA,NA,12.8955,0.7351,13.6306,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe37a,questanswer_1doc,国家税务总局唐山市税务局推出的10项举措主要围绕哪4个方面，以助力唐山市民营经济的发展？,国家税务总局唐山市税务局推出的10项举措主要围绕推动党建业务互促共进、推动精细服务提质提效、营造公平竞争市场环境、构建精诚共治工作格局这4个方面，以助力唐山市民营经济的发展。,无法确定,无法确定,0.0000,0.0000,NA,NA,12.7742,0.4637,13.2379,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3a2,questanswer_1doc,全加促进中国和平统一委员会(卡尔加里区)在其声明中谴责了民进党2024年台湾地区领导人选举参选人赖清德，请问具体谴责的是哪一论调，并指出这种论调的本质是什么？,全加促进中国和平统一委员会(卡尔加里区)谴责了赖清德提出的所谓“四大支柱”论调，并指出这种论调的本质是换汤不换药的坚持“台独”理念，打着“和平”旗号的反和平“纲领”。,全加华人促进中国和平统一委员会(卡加利区)在其声明中谴责了赖清德窜访美国并鼓吹所谓“四大支柱”理念的论调，指出这种论调的本质是挟洋谋“独”的故伎重演，是急于向美国主子表态以寻求支持的表演，根本就是骗取台湾民众选票的把戏。,全加华人促进中国和平统一委员会(卡加利区)在其声明中谴责了赖清德窜访美国并鼓吹所谓“四大支柱”理念的论调，指出这种论调的本质是挟洋谋“独”的故伎重演，是急于向美国主子表态以寻求支持的表演，根本就是骗取台湾民众选票的把戏。,0.0000,0.6010,NA,NA,13.8307,1.2470,15.0777,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3a3,questanswer_1doc,河南籍作家张惠雯的短篇小说集《在北方》由哪家出版社出版，并主要聚焦于哪个群体的生活？,《在北方》由北京十月文艺出版社出版，主要聚焦生活在美国的华人群体，尤其是中年女性的情感与婚姻生活。,《在北方》由北京出版集团出版，主要聚焦于“北漂”一族的生活,《在北方》由北京出版集团出版，主要聚焦于“北漂”一族的生活,0.0000,0.5128,NA,NA,13.0667,1.1652,14.2319,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3a4,questanswer_1doc,在新西兰克赖斯特彻奇市失踪的中国公民包燕飞最后一次被看到是在哪个地区，以及她失踪的具体时间是什么时候？,包燕飞最后一次被看到是在威格拉姆(Wigram)地区，她失踪的具体时间是7月19日上午10点30分左右。,中国公民包燕飞最后一次被看到是在克赖斯特彻奇市Hornby地区Trevor St大街上的一处待售房屋，具体时间为7月19日上午。,中国公民包燕飞最后一次被看到是在克赖斯特彻奇市Hornby地区Trevor St大街上的一处待售房屋，具体时间为7月19日上午。,0.0000,0.5000,NA,NA,12.2348,0.9491,13.1839,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3a7,questanswer_1doc,广东省侨联十一届四次全委会议选举了谁为省侨联主席？,李丰当选为广东省侨联主席。,李丰当选为省侨联主席,李丰当选为省侨联主席,0.0000,0.8696,NA,NA,12.1412,0.5246,12.6658,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3ad,questanswer_1doc,2023年“中国寻根之旅”夏令营江苏营的开营仪式在哪里举行，以及有哪些组织的营员代表进行了才艺表演？,2023年“中国寻根之旅”夏令营江苏营的开营仪式在南京市艺术小学举行，加拿大魁北克孔子学院、奥地利维也纳中文教育中心、比荷卢江苏总商会的营员代表进行了才艺表演。,2023年“中国寻根之旅”夏令营江苏盐城营的开营仪式在盐城外国语学校举行，来自美国、加拿大、德国、意大利、马来西亚、新加坡等国家的营员代表进行了才艺表演。,2023年“中国寻根之旅”夏令营江苏盐城营的开营仪式在盐城外国语学校举行，来自美国、加拿大、德国、意大利、马来西亚、新加坡等国家的营员代表进行了才艺表演。,0.0000,0.6115,NA,NA,12.5572,1.0367,13.5939,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3b2,questanswer_1doc,新疆木卡姆艺术团在印尼巡回演出的开幕式及首场演出是在哪个城市和场馆举行的？,新疆木卡姆艺术团在印尼巡回演出的开幕式及首场演出是在雅加达的伊斯梅尔玛祖基艺术中心举行的。,新疆木卡姆艺术团在印尼巡回演出的开幕式及首场演出于7月19日在雅加达伊斯梅尔玛祖基艺术中心举行,新疆木卡姆艺术团在印尼巡回演出的开幕式及首场演出于7月19日在雅加达伊斯梅尔玛祖基艺术中心举行,0.0000,0.8913,NA,NA,12.3388,0.8719,13.2107,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3bb,questanswer_1doc,中国驻伊拉克大使馆在2023年7月20日发布的消息中，提醒中国公民谨慎前往伊拉克的主要原因是什么？,主要原因是伊拉克当前安全形势复杂严峻，恐怖袭击多发，且伊拉克政府正在筹备举行地方选举，可能进一步影响安全形势。,2023年7月20日中国驻伊拉克大使馆提醒中国公民谨慎前往伊拉克的主要原因是伊拉克安全形势严峻，部分省份恐怖袭击事件和恶性治安事件多发，且在伊中国公民人身安全无法得到保障。,2023年7月20日中国驻伊拉克大使馆提醒中国公民谨慎前往伊拉克的主要原因是伊拉克安全形势严峻，部分省份恐怖袭击事件和恶性治安事件多发，且在伊中国公民人身安全无法得到保障。,0.0000,0.4397,NA,NA,12.3100,1.6069,13.9169,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe3ca,questanswer_1doc,首届中国国际供应链促进博览会英国站路演在伦敦举办的日期是什么时候？,首届中国国际供应链促进博览会英国站路演在伦敦举办的日期是2023年7月19日。,首届中国国际供应链促进博览会英国推介会于7月19日在伦敦举行。,首届中国国际供应链促进博览会英国推介会于7月19日在伦敦举行。,0.0000,0.7429,NA,NA,11.4834,0.5272,12.0106,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe449,questanswer_1doc,在2023年7月20日举行的东南亚孔子学院联席会议上，有哪些国家的新建孔子学院被授牌？,在2023年7月20日举行的东南亚孔子学院联席会议上，来自马来西亚、泰国、印度尼西亚、新加坡的五所新建孔子学院被授牌。,在2023年7月20日举行的东南亚孔子学院联席会议上，来自东南亚10个国家的新建孔子学院被授牌。,在2023年7月20日举行的东南亚孔子学院联席会议上，来自东南亚10个国家的新建孔子学院被授牌。,0.0000,0.7850,NA,NA,12.4013,0.7847,13.1860,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe44f,questanswer_1doc,美国国会参议院司法委员会在2023年7月20日表决通过的议案，旨在对哪个机构的成员设置职业道德准则？,该议案旨在对联邦最高法院的大法官设置职业道德准则。,美国国会参议院司法委员会在2023年7月20日表决通过的议案，旨在对法官、检察官惩戒委员会的成员设置职业道德准则。,美国国会参议院司法委员会在2023年7月20日表决通过的议案，旨在对法官、检察官惩戒委员会的成员设置职业道德准则。,0.0000,0.4634,NA,NA,12.3016,0.8090,13.1106,
T4_向量偏多_v12k5g3,full,64fa9b27b82641eb8ecbe455,questanswer_1doc,在2023年7月20日召开的广东省侨联十一届四次全委会议上，谁被当选为广东省侨联主席？,李丰被当选为广东省侨联主席。,无法确定,无法确定,0.0000,0.0000,NA,NA,12.6997,0.4367,13.1363,
